file,key,unprocessed,processed
MIT_174,experience,9 Years at Tank Inc.,9 Years at Tank Inc
MIT_174,maritalstatus,single .,Single
MIT_174,nationality,Indian,Indian
MIT_174,presentaddress,"83. Kabar Gany , Hubli - Dhoerend-bo25b.","83. Kabar Gany, Hubli - Dhoerend-bo25b"
MIT_174,contactnumber,9204271719 .,9204271719
MIT_174,qualification,12th pass .,12th Pass
MIT_174,experience1,1 Years at tribal-Ganguly .,1 Years at tribal-Ganguly
MIT_174,date,10/18 (2024 .,10/18/2024
MIT_174,gender,Male .,Male
MIT_174,Dateofbirth,bl 2611961 .,2611961
MIT_174,aadhaarcard,722 lb.6000000 .,72266000000
MIT_174,bloodgroup,at,A+
MIT_174,candidatename,Gumbir Dhar,Gumbir Dhar
MIT_174,referencescmob2,Gagan Choudhury - 8129501811,Gagan Choudhury - 8129501811
MIT_174,referencescmob1,Aashi D'Alia - 7747769762,Aashi DAlia - 7747769762
MIT_174,AlternateNo,8848619185,8848619185
MIT_174,languageknown,"Gujarati , Telugu","Gujarati, Telugu"
MIT_174,place,chardigarh .,Chandigarh
MIT_174,Fatherhusbandname,Zayyan Dhar .,Zayyan Dhar
MIT_129,languageknown,"Hindi , Tamil , Telugu , Kannada","Hindi, Tamil, Telugu, Kannada"
MIT_129,permanentaddress,"H-No. 51 , Pandey Circle , Ahmedabad 845765","H-No. 51, Pandey Circle, Ahmedabad 845765"
MIT_129,presentaddress,"50 , Manne Road , Kottayam 219285","50, Manne Road, Kottayam 219285"
MIT_129,date,06 (16 ( 2023 .,6/16/2023
MIT_129,experience,8 years at Xhenay - Deshmukh,8 years at Xhenay - Deshmukh
MIT_129,candidatename,Kai gaba .,Kai Gaba
MIT_129,referencescmob2,Yahui Kant - 9691799 433 .,Yahui Kant - 9691799433
MIT_129,AlternateNo,83.50236 .,8350236
MIT_129,Fatherhusbandname,Again yaba .,Again Yaba
MIT_129,referencescmob1,Marsh Kanda - 9121 62 0486,Marsh Kanda - 9121620486
MIT_129,contactnumber,821481-566 .,821481566
MIT_129,gender,Male .,Male
MIT_129,nationality,Indian .,Indian
MIT_129,qualification,10th Pass .,10th Pass
MIT_129,bloodgroup,At,A+
MIT_129,maritalstatus,Married .,Married
MIT_129,place,Mumbai .,Mumbai
MIT_129,experience1,I years at Gode-Bera .,I years at Gode-Bera
MIT_129,Dateofbirth,4/8 ( 1969 .,04-08-1969
MIT_129,aadhaarcard,6.24754E+11,6.24754E+11
MIT_109,AlternateNo,8724156976 .,8724156976
MIT_109,permanentaddress,182 . Bansel Gronj.fungeronous,182 . Bansel Gronj.fungeronous
MIT_109,gender,Male,Male
MIT_109,languageknown,Hindi-Gusorati narrative - English,"Hindigusorati, Narrative, English"
MIT_109,nationality,Indian,Indian
MIT_109,presentaddress,Iso Chonda Cranj.Gruna-782357,Iso Chonda Cranj.gruna-782357
MIT_109,referencescmob2,Arrive mupri - 7340105955,Arrive Mupri - 7340105955
MIT_109,referencescmob1,cheetersharr Chavhan - Frib3039343,Cheetersharr Chavhan - 3039343
MIT_109,qualification,ph D .,PhD
MIT_109,place,Jaipur,Jaipur
MIT_109,candidatename,Nakul Balay,Nakul Balay
MIT_109,Fatherhusbandname,Laban Balay,Laban Balay
MIT_109,bloodgroup,is a,A
MIT_109,contactnumber,856454 1068,8564541068
MIT_109,experience1,2 Years of Selm-mittant,2 Years of Selm-mittant
MIT_109,experience,f Years at Tancre and Sons,f Years at Tancre and Sons
MIT_109,Dateofbirth,6/27 ) 1987 .,6/27/1987
MIT_109,maritalstatus,married .,Married
MIT_109,date,of ) #2025 .,2025
MIT_109,aadhaarcard,"H. 73.300,000",73300000
MIT_332,permanentaddress,"58/548 , Semi Path , Ratlam - 28249 ,","58/548, Semi Path, Ratlam - 28249"
MIT_332,presentaddress,"258 , Saha Marg , Anantapur 787442","258, Saha Marg, Anantapur 787442"
MIT_332,experience,6 years at Magar LLC,6 years at Magar LLC
MIT_332,experience1,1 years at keer plc .,1 years at keer plc
MIT_332,referencescmob1,Priya Natarajan - 7284079015,Priya Natarajan - 7284079015
MIT_332,gender,Female .,Female
MIT_332,referencescmob2,Laban Ahuja - 9304-01687,Laban Ahuja - 9304-01687
MIT_332,AlternateNo,T6418 24036 .,7641824036
MIT_332,place,Kohima .,Kohima
MIT_332,nationality,Indian,Indian
MIT_332,qualification,Post-Graduate,Post-Graduate
MIT_332,maritalstatus,Marsied .,Married
MIT_332,languageknown,"Hindi , Malayalam , Kannada , English","Hindi, Malayalam, Kannada, English"
MIT_332,Dateofbirth,"""11 ( 1991 .",Nov-91
MIT_332,date,08 ( 04 ( 2025 .,08-04-2025
MIT_332,bloodgroup,AB -,AB-
MIT_332,Fatherhusbandname,Dominic Bhasin .,Dominic Bhasin
MIT_332,aadhaarcard,3.97231E+11,3.97231E+11
MIT_332,contactnumber,T230482418,7230482418
MIT_332,candidatename,Vritti Bhasin .,Vritti Bhasin
VIT_915,contactnumber,7072553319 .,7072553319
VIT_915,referencescmob2,Falguni Rajan - 8174/273 (4 .,Falguni Rajan - 81742734
VIT_915,experience,1 years at Bigagopalan - Zachouiah,1 years at Bigagopalan - Zachouiah
VIT_915,permanentaddress,"45 ( 334 , Upadhyay . Chowk , Bharnagar 844704","45 334, Upadhyay . Chowk, Bharnagar 844704"
VIT_915,languageknown,"Kannada , Malayalam , Tamil , Hindi","Kannada, Malayalam, Tamil, Hindi"
VIT_915,referencescmob1,Depa Prabhu -9517861138 .,Depa Prabhu - 9517861138
VIT_915,AlternateNo,836658 4691 .,8366584691
VIT_915,experience1,to year at Bakshi-Sandhu-,to year at Bakshi-Sandhu-
VIT_915,maritalstatus,Single .,Single
VIT_915,gender,Female .,Female
VIT_915,presentaddress,"79/26 , Uppal Road -002555","79/26, Uppal Road -002555"
VIT_915,nationality,2ndian .,Indian
VIT_915,bloodgroup,AB -,AB-
VIT_915,candidatename,Ekiya Naula .,Ekiya Naula
VIT_915,qualification,Ph D .,PhD
VIT_915,Fatherhusbandname,Samuel Naula .,Samuel Naula
VIT_915,Dateofbirth,4/4/ 1997 .,04-04-1997
VIT_915,place,Rmphal .,Imphal
VIT_915,pancard,SBHRC 1927U .,SBHRC1927U
VIT_915,date,06 (04 ( 2022 .,06-04-2022
MIT_186,referencescmob2,Aavar Palan - 8085127657,Aavar Palan - 8085127657
MIT_186,place,Reunchi .,Ranchi
MIT_186,languageknown,"Gujarati , Telugu , Kannada","Gujarati, Telugu, Kannada"
MIT_186,date,0h ( 20/2023 .,0/20/2023
MIT_186,experience1,a years at sarma PLC,a years at sarma PLC
MIT_186,permanentaddress,"448 , Gargzila , Ranchi 402424","448, Gargzila, Ranchi 402424"
MIT_186,maritalstatus,married .,Married
MIT_186,contactnumber,82 40248132,8240248132
MIT_186,AlternateNo,8 837807247,8837807247
MIT_186,nationality,Indian .,Indian
MIT_186,Dateofbirth,1/3 ( 1993 .,01-03-1993
MIT_186,presentaddress,"an , hour Ganj , Kozhikode-908188","an, Hour Ganj, Kozhikode-908188"
MIT_186,experience,4 years at Walia Varghese and Borde,4 years at Walia Varghese and Borde
MIT_186,qualification,phD .,PhD
MIT_186,Fatherhusbandname,Rushil Gupta .,Rushil Gupta
MIT_186,bloodgroup,A -,A-
MIT_186,pancard,YUWLF 288IY .,YUWLF2881Y
MIT_186,referencescmob1,Yuvraj Kade - 9261017101,Yuvraj Kade - 9261017101
MIT_186,gender,male .,Male
MIT_186,candidatename,Azaan Gupta .,Azaan Gupta
VIT_786,permanentaddress,"45 , Bandi Path , Saharanpur - 101 850 .","45, Bandi Path, Saharanpur - 101 850"
VIT_786,AlternateNo,9360838954,9360838954
VIT_786,presentaddress,"18191 , Prasad Zila , Ekawah be 7.2684","18191, Prasad Zila, Ekawah be 7.2684"
VIT_786,languageknown,"Kannada , Bengali , Telugu , Hindi","Kannada, Bengali, Telugu, Hindi"
VIT_786,referencescmob2,Dayita Panchal - 9043552042,Dayita Panchal - 9043552042
VIT_786,contactnumber,82466 58838 .,8246658838
VIT_786,gender,Male .,Male
VIT_786,referencescmob1,Varsha Mukti - 72159 74350,Varsha Mukti - 7215974350
VIT_786,candidatename,Tejas Hayer .,Tejas Hayer
VIT_786,nationality,Indian .,Indian
VIT_786,place,Gang to K .,Gangtok
VIT_786,Dateofbirth,af 14 ( 2004 .,14/2004
VIT_786,experience1,2 years at Groel Kopoor and keer,2 years at Groel Kopoor and keer
VIT_786,date,09 104 ( 2023 .,9/104/2023
VIT_786,qualification,12th pars .,12th Pass
VIT_786,Fatherhusbandname,Aarnav Hayer .,Aarnav Hayer
VIT_786,aadhaarcard,"8 43.940,000000 #",8.4394E+11
VIT_786,bloodgroup,B t,B+
VIT_786,experience,6 Years at Divan PLC .,6 Years at Divan PLC
VIT_786,maritalstatus,Single .,Single
TCE_1442,experience,9 years at Manda Arora and Yadav,9 years at Manda Arora and Yadav
TCE_1442,referencescmob1,Banjeet Varughebe - 8031154815 .,Banjeet Varughebe - 8031154815
TCE_1442,contactnumber,7742606489 .,7742606489
TCE_1442,AlternateNo,83561 70228,8356170228
TCE_1442,candidatename,Vedhika chaukan .,Vedhika Chaukan
TCE_1442,referencescmob2,Nitesh Kata- 8251459181 .,Nitesh Kata - 8251459181
TCE_1442,permanentaddress,"H. No. 96 , Zachaniah Road , Patna 218403","H. No. 96, Zachaniah Road, Patna 218403"
TCE_1442,experience1,3years at Walia Toor and Peri,3years at Walia Toor and Peri
TCE_1442,languageknown,"English , Kannaada , Marathi","English, Kannada, Marathi"
TCE_1442,presentaddress,"02185 , Biswas Streek , Faridabad-416485","02185, Biswas Streek, Faridabad-416485"
TCE_1442,nationality,Indian .,Indian
TCE_1442,place,Bhopal .,Bhopal
TCE_1442,qualification,PhD .,PhD
TCE_1442,Dateofbirth,1/28 ( 1972 .,1/28/1972
TCE_1442,maritalstatus,married .,Married
TCE_1442,bloodgroup,0-,O-
TCE_1442,gender,female .,Female
TCE_1442,date,07 ( 28 (2024 .,7/28/2024
TCE_1442,Fatherhusbandname,Joshua Chauhan .,Joshua Chauhan
VIT_870,maritalstatus,Married .,Married
VIT_870,gender,Female .,Female
VIT_870,languageknown,"Tamil , Gujarati , Kannada , Malayalam","Tamil, Gujarati, Kannada, Malayalam"
VIT_870,presentaddress,"36/077 , Swaminathan Street ,","36/077, Swaminathan Street"
VIT_870,permanentaddress,"335 , choudheny Nagar , Gayasroyg","335, Choudheny Nagar, Gayasroyg"
VIT_870,referencescmob1,Krishna Dar-89638.98 840,Krishna Dar - 8963898840
VIT_870,qualification,Ph D,PhD
VIT_870,contactnumber,186819 6646 .,1868196646
VIT_870,experience,A years at Chand Muni Gailwalia,A years at Chand Muni Gailwalia
VIT_870,AlternateNo,T3 3.1/280,73311280
VIT_870,referencescmob2,Yash Banik - 8592140509,Yash Banik - 8592140509
VIT_870,bloodgroup,Bt .,B+
VIT_870,candidatename,Vanya Balay,Vanya Balay
VIT_870,nationality,Indian,Indian
VIT_870,experience1,9 years at Malhotra Group,9 years at Malhotra Group
VIT_870,date,ob (02 ( 2024 .,Feb-24
VIT_870,place,Hyderabad .,Hyderabad
VIT_870,Dateofbirth,5/ In ( 1961 .,May-61
VIT_870,Fatherhusbandname,Gausang Balay,Gausang Balay
VIT_870,pancard,GA XZF 1554L,GAXZF1554L
TCE_1156,permanentaddress,talkspanprashad-cinder ;,Talkspanprashad-cinder
TCE_1156,experience,2years at Doctor Kala and Mand,2years at Doctor Kala and Mand
TCE_1156,languageknown,"Bengali , Tamil , Manathi , Gujamati","Bengali, Tamil, Marathi, Gujarati"
TCE_1156,referencescmob1,Dayita Memon-9343000708 .,Dayita Memon - 9343000708
TCE_1156,candidatename,Aradhana Bandi .,Aradhana Bandi
TCE_1156,presentaddress,"38,453 , Ball Path , Cuttack -56.8.36","38,453, Ball Path, Cuttack -56.8.36"
TCE_1156,AlternateNo,747451 3792 .,7474513792
TCE_1156,date,06/25 (2023 .,6/25/2023
TCE_1156,experience1,9 years at Batta and sons .,9 years at Batta and sons
TCE_1156,place,Dehradum .,Dehradun
TCE_1156,qualification,Graduate .,Graduate
TCE_1156,maritalstatus,single .,Single
TCE_1156,referencescmob2,Ekani Koka - 7022905526 .,Ekani Koka - 7022905526
TCE_1156,Dateofbirth,2/26 ( 1960 .,2/26/1960
TCE_1156,nationality,Indian .,Indian
TCE_1156,gender,Female .,Female
TCE_1156,contactnumber,9564428683,9564428683
TCE_1156,bloodgroup,AB -,AB-
TCE_1156,Fatherhusbandname,Michael Bandi .,Michael Bandi
MIT_318,languageknown,"MACAYALAM , TELUUU , TAMIL , ENALISH","MACAYALAM, TELUUU, TAMIL, ENALISH"
MIT_318,referencescmob1,Ojasvi Augarwal - 9244265278,Ojasvi Augarwal - 9244265278
MIT_318,place,Achartala .,Agartala
MIT_318,date,to ( see ) 2023 .,2023
MIT_318,AlternateNo,75099 44447,7509944447
MIT_318,presentaddress,"1987 Ramachandran path , Surendranauer","1987 Ramachandran Path, Surendranauer"
MIT_318,Dateofbirth,( 28 (1974 .,28/1974
MIT_318,experience1,3 years At Kara-Baral,3 years At Kara-Baral
MIT_318,permanentaddress,"15,61 , DATTA CIRCLE , SAMBALDUR 57.449","15,61, DATTA CIRCLE, SAMBALDUR 57.449"
MIT_318,referencescmob2,MANYA PILLAI - 7331654812,MANYA PILLAI - 7331654812
MIT_318,experience,7 YEARS AT RAVEL LTD .,7 YEARS AT RAVEL LTD
MIT_318,contactnumber,9462418824 .,9462418824
MIT_318,qualification,post-graduate,Post-Graduate
MIT_318,gender,male .,Male
MIT_318,pancard,( WHOHF29 6 4E,WHOHF2964E
MIT_318,aadhaarcard,"58834 1,000000",5.88341E+11
MIT_318,Fatherhusbandname,Yatin' Hoka .,Yatin Hoka
MIT_318,bloodgroup,at,A+
MIT_318,maritalstatus,MARRIED .,Married
MIT_318,nationality,Indian,Indian
MIT_318,candidatename,Chakradev Hora .,Chakradev Hora
VIT_771,languageknown,"Gujarati , Hindi , Masathi , English","Gujarati, Hindi, Marathi, English"
VIT_771,referencescmob2,"Jonathan Helder - 800887 ,",Jonathan Helder - 800887
VIT_771,presentaddress,"213 , Sawtney Mang , Sagar 552615","213, Sawtney Mang, Sagar 552615"
VIT_771,AlternateNo,"146b 56,0 8b2 .",1466560862
VIT_771,contactnumber,430 8863563,4308863563
VIT_771,permanentaddress,"05 , Tank Pass , Bharatpur 950668","05, Tank Pass, Bharatpur 950668"
VIT_771,candidatename,Yamini Saras .,Yamini Saras
VIT_771,experience,9 years at Amora Paul and Sir,9 years at Amora Paul and Sir
VIT_771,referencescmob1,Amana Mauv. 98188032U.,AmanaMauvU - 98188032
VIT_771,Fatherhusbandname,Ballivar Saraf .,Ballivar Saraf
VIT_771,nationality,Indian,Indian
VIT_771,gender,Female .,Female
VIT_771,maritalstatus,Married .,Married
VIT_771,place,fucknow .,Lucknow
VIT_771,date,10 ( 03 (2022,10-03-2022
VIT_771,experience1,8 years at Venkataraman . The,8 years at Venkataraman The
VIT_771,aadhaarcard,"8h11 19,400000",81119400000
VIT_771,bloodgroup,of,O
VIT_771,Dateofbirth,""" 22 ( 1991 .",22/1991
VIT_770,permanentaddress,"H.NO. 220 , Rajagapalam morg , Raebareli -5405","H.NO. 220, Rajagapalam morg, Raebareli -5405"
VIT_770,contactnumber,976314 27190 .,97631427190
VIT_770,experience,3 years at mandel group .,3 years at mandel group
VIT_770,languageknown,"Grujarati , Morathi , Bengali","Gujarati, Marathi, Bengali"
VIT_770,presentaddress,"90 , Chokshi marg , Etawah 26,340","90, Chokshi Marg, Etawah 26,340"
VIT_770,experience1,6 years at Vala-Dugar .,6 years at Vala-Dugar
VIT_770,AlternateNo,9281460309 .,9281460309
VIT_770,referencescmob1,Nakah Comar-7524546583 .,Nakah Comar - 7524546583
VIT_770,referencescmob2,Arunima least - 9815164-81,Arunima least - 9815164-81
VIT_770,bloodgroup,at,A+
VIT_770,Dateofbirth,10 ( 21 ( 1987 .,10/21/1987
VIT_770,date,up 12 ( 2022 .,Dec-22
VIT_770,Fatherhusbandname,Oliver Date .,Oliver Date
VIT_770,gender,female .,Female
VIT_770,nationality,indian .,Indian
VIT_770,qualification,Post-graduate .,Post-Graduate
VIT_770,maritalstatus,married .,Married
VIT_770,pancard,Ice m. It has SSL .,ICEMITHASSSL
VIT_770,candidatename,Warrhi Date .,Warrhi Date
MIT_680,referencescmob1,Ishovar Agarud - 77/3.0210 .,Ishovar Agarud - 7730210
MIT_680,permanentaddress,"H. No. OLD , DIRGRA ROOD , GENERAL 4935479","H. No. OLD, DIRGRA ROOD, GENERAL 4935479"
MIT_680,AlternateNo,9323246076 .,9323246076
MIT_680,referencescmob2,Ekavir Thoari - 7041 Q25508,Ekavir Thoari - 704125508
MIT_680,experience,2 years at Prakash-sedadri .,2 years at Prakash-sedadri
MIT_680,candidatename,Madhavi Varma,Madhavi Varma
MIT_680,languageknown,"Bengali , Marathi","Bengali, Marathi"
MIT_680,presentaddress,"916 , Purchit circle , Kolkata 506943","916, Purchit Circle, Kolkata 506943"
MIT_680,contactnumber,8302338225,8302338225
MIT_680,maritalstatus,married .,Married
MIT_680,Fatherhusbandname,Arroy Varma .,Arroy Varma
MIT_680,gender,female .,Female
MIT_680,experience1,de means at Pandey Sahri and Greved,de means at Pandey Sahri and Greved
MIT_680,nationality,Indian .,Indian
MIT_680,place,chennai .,Chennai
MIT_680,qualification,12m pale .,12m Pale
MIT_680,bloodgroup,0 -,O-
MIT_680,aadhaarcard,95 (186000000,9.51186E+11
MIT_680,Dateofbirth,el 15 ) 1972 .,15/1972
MIT_680,pancard,AEGITI 6 3/0.,AEGITI630
MIT_680,date,021 281 24 24 .,021/281/24/24
VIT_755,presentaddress,"H. No. 57 , Nori Nagar , Pratham 78.2638","H. No. 57, Nori Nagar, Pratham 78.2638"
VIT_755,languageknown,Kannada . English .,"Kannada, English"
VIT_755,AlternateNo,833 5/ 71876 .,8335171876
VIT_755,permanentaddress,"427 , Purotut Zila , Lori 286974 .","427, Purotut Zila, Lori 286974"
VIT_755,referencescmob1,omisha hole - 1108859044,Omisha Hole - 1108859044
VIT_755,referencescmob2,upasina Bakshi - 9910726820,Upasina Bakshi - 9910726820
VIT_755,contactnumber,8150381262 .,8150381262
VIT_755,experience1,9 Years at Dora Konda and Vital,9 Years at Dora Konda and Vital
VIT_755,candidatename,Mason Padmanabhan,Mason Padmanabhan
VIT_755,experience,7 Years at Khosla Jhawei and Zachariah,7 Years at Khosla Jhawei and Zachariah
VIT_755,bloodgroup,AB T.,ABT
VIT_755,gender,Male,Male
VIT_755,Fatherhusbandname,Raghov Padmomathan,Raghov Padmomathan
VIT_755,nationality,Indian .,Indian
VIT_755,place,Panaji .,Panaji
VIT_755,qualification,Post-Graduate,Post-Graduate
VIT_755,Dateofbirth,2/03 ( 1913 .,02-03-1913
VIT_755,date,oil in ( 2024 .,2024
VIT_755,maritalstatus,Married .,Married
VIT_755,pancard,HATBG 70.7.8X.,HATBG7078X
TCE_1390,presentaddress,"77 1993 , Ball Circle . Sultan pur majra .","77 1993, Ball Circle . Sultan pur majra"
TCE_1390,experience,6 years at Marie Ltd .,6 years at Marie Ltd
TCE_1390,referencescmob1,Oscale Surer - 4 550 7.9 (,Oscale Surer - 455079
TCE_1390,languageknown,"English , Malayalam , Kannada , Bengali","English, Malayalam, Kannada, Bengali"
TCE_1390,contactnumber,207772976 ) .,207772976
TCE_1390,experience1,3 years at Savant - Sami .,3 years at Savant - Sami
TCE_1390,permanentaddress,"19/11 , Sindw , Bathinda 4.3108 .","19/11, Sindw, Bathinda 4.3108"
TCE_1390,Dateofbirth,5 (3/2000 .,05-03-2000
TCE_1390,place,Dehraelum .,Dehraelum
TCE_1390,candidatename,Anthony Macdan .,Anthony Macdan
TCE_1390,referencescmob2,redant Sani -8 400698 3-5 .,redant Sani -8 400698 3-5 
TCE_1390,nationality,Indian .,Indian
TCE_1390,bloodgroup,0 -,O-
TCE_1390,AlternateNo,a 61799 7404 .,617997404
TCE_1390,qualification,cloth pass .,Cloth Pass
TCE_1390,maritalstatus,married .,Married
TCE_1390,Fatherhusbandname,Chatura Maclan .,Chatura Maclan
TCE_1390,date,"""3 ( 2 .",03-Feb
TCE_1390,gender,male .,Male
TCE_1228,permanentaddress,H. No. in Medinagara - 2i.5b.3 .,H. No. in Medinagara - 2i.5b.3
TCE_1228,presentaddress,"241 491 , Wagy Gans , Rampur ,","241 491, Wagy Gans, Rampur"
TCE_1228,referencescmob1,watika Mora - 1926220109,Watika Mora - 1926220109
TCE_1228,experience,6 years at human and chakeratory,6 years at human and chakeratory
TCE_1228,nationality,Indian,Indian
TCE_1228,experience1,3 years at Babu Pic-,3 years at Babu Pic-
TCE_1228,languageknown,"Hindi , Kannada , marati","Hindi, Kannada, Marathi"
TCE_1228,contactnumber,77593 53778,7759353778
TCE_1228,referencescmob2,Rehaan Mohanty - 712217926,Rehaan Mohanty - 712217926
TCE_1228,Fatherhusbandname,yug sabharwal .,Yug Sabharwal
TCE_1228,Dateofbirth,10 ( 25 ) 1991 .,10/25/1991
TCE_1228,place,stillong .,Shillong
TCE_1228,AlternateNo,89721 39.59 .,897213959
TCE_1228,bloodgroup,ab t,AB+
TCE_1228,date,101 22 ( 2023 .,101/22/2023
TCE_1228,qualification,post- Graduate,Post-Graduate
TCE_1228,candidatename,shaan sabhar wal,Shaan Sabhar Wal
TCE_1228,maritalstatus,married .,Married
TCE_1228,gender,male .,Male
MIT_560,contactnumber,"897, 908047 .",897908047
MIT_560,permanentaddress,"H. No. 021 , Balta Road , Saharanpur-319558","H. No. 021, Balta Road, Saharanpur-319558"
MIT_560,presentaddress,"910 , Pathak Marg , Mathura -14546","910, Pathak Marg, Mathura -14546"
MIT_560,Fatherhusbandname,Lakshit Peri .,Lakshit Peri
MIT_560,experience1,7 years at Isaac LLC,7 years at Isaac LLC
MIT_560,languageknown,"Gujarati , Marathi , Telugu","Gujarati, Marathi, Telugu"
MIT_560,referencescmob2,"Sudiksha Chaudhry - 814644,00",Sudiksha Chaudhry - 81464400
MIT_560,candidatename,Vedant Peri .,Vedant Peri
MIT_560,place,Grandhinagar .,Gandhinagar
MIT_560,maritalstatus,Married .,Married
MIT_560,referencescmob1,Adrik Kannan - 813129193,Adrik Kannan - 813129193
MIT_560,gender,Male .,Male
MIT_560,date,08 ( 06 ( 2024 .,08-06-2024
MIT_560,bloodgroup,AB #,AB
MIT_560,aadhaarcard,"89,99,80,00,000",89998000000
MIT_560,experience,5 years at Dhaliwal PLC,5 years at Dhaliwal PLC
MIT_560,AlternateNo,7338884228 .,7338884228
MIT_560,nationality,Indian,Indian
MIT_560,Dateofbirth,4130/994 .,4130/994
MIT_560,qualification,PhD .,PhD
VIT_752,referencescmob2,"Forward , Singhal - 7.35 27.4101",Forward Singhal - 735274101
VIT_752,presentaddress,"74/43 , Willie Nagar , Sasaram 63.2.9.","74/43, Willie Nagar, Sasaram 63.2.9"
VIT_752,gender,male,Male
VIT_752,permanentaddress,"66s , German circle , chittoor -548185","66s, German Circle, Chittoor -548185"
VIT_752,AlternateNo,9.5007843.8 .,950078438
VIT_752,nationality,Indian,Indian
VIT_752,contactnumber,800546 24.53,8005462453
VIT_752,languageknown,"English , Hindu Benquili","English, Hindi, Benquili"
VIT_752,candidatename,Andrew Ram .,Andrew Ram
VIT_752,experience,2 years at Neagarayan Bibelsisters .,2 years at Neagarayan Bibelsisters
VIT_752,bloodgroup,of,O
VIT_752,referencescmob1,"inistan"" Kapod -64,66000,993 .",Inistan Kapod - 6466000993
VIT_752,pancard,LUCF 0797V.,LUCF0797V
VIT_752,experience1,4years at Badal Kala,4years at Badal Kala
VIT_752,date,I O.I.0720am .,720
VIT_752,place,nehraclus .,Nehraclus
VIT_752,Fatherhusbandname,fitpan ram .,Fitpan Ram
VIT_752,maritalstatus,married,Married
VIT_752,qualification,post a realistic,Post A Realistic
VIT_752,Dateofbirth,12 29/81,12/714/1994
VIT_882,gender,Female .,Female
VIT_882,maritalstatus,Mamed .,Mamed
VIT_882,permanentaddress,"1908 , Sawhney Gang , Madanapalle","1908, Sawhney Gang, Madanapalle"
VIT_882,contactnumber,94174-30261 .,9417430261
VIT_882,presentaddress,"H. No. 90 , Dutta chawk , chandrapur","H. No. 90, Dutta Chawk, Chandrapur"
VIT_882,languageknown,"Telugu , Kannada .","Telugu, Kannada"
VIT_882,nationality,Indian,Indian
VIT_882,AlternateNo,9608115322,9608115322
VIT_882,experience,to years at Solanki PLC,to years at Solanki PLC
VIT_882,bloodgroup,ABt .,AB+
VIT_882,referencescmob2,Pavani Pall-8494-23 80,Pavani Pall-8494-23 80
VIT_882,candidatename,Kashri Konda,Kashri Konda
VIT_882,qualification,Graduate,Graduate
VIT_882,date,to (24 (2025 .,24/2025
VIT_882,Fatherhusbandname,zayan konda .,Zayan Konda
VIT_882,place,kavaratti .,Kavaratti
VIT_882,referencescmob1,Xansi chair -8444-981 974,Xansi chair -8444-981 974
VIT_882,experience1,6 years at Rural-Arrya .,6 years at Rural-Arrya
VIT_882,Dateofbirth,6/24 ( 1980,6/24/1980
VIT_882,aadhaarcard,TB561000000,78561000000
MIT_336,languageknown,"Hendi , Bengali , Marathi","Hindi, Bengali, Marathi"
MIT_336,place,Kolkata .,Kolkata
MIT_336,referencescmob2,Alka Seresh - T140236520,Alka Seresh - 140236520
MIT_336,experience1,10 years at Lal-Kulkarna,10 years at Lal-Kulkarna
MIT_336,permanentaddress,"13/152 , Venkataraman , Bikanel-012566","13/152, Venkataraman, Bikanel-012566"
MIT_336,referencescmob1,over Barad -8792635815,Over Barad - 8792635815
MIT_336,date,co ( 2612022,2612022
MIT_336,contactnumber,908 3920395,9083920395
MIT_336,gender,femal e .,Female
MIT_336,experience,4 years at Bahri PLC,4 years at Bahri PLC
MIT_336,pancard,RRAIC 39910,RRAIC3991O
MIT_336,nationality,Indian .,Indian
MIT_336,presentaddress,"1998 , Agate chowsk , Aurangabad - 712053","1998, Agate Chowsk, Aurangabad - 712053"
MIT_336,maritalstatus,single .,Single
MIT_336,qualification,graduate .,Graduate
MIT_336,AlternateNo,13899 14752,1389914752
MIT_336,bloodgroup,0 t,O+
MIT_336,candidatename,Tanuja Edwin,Tanuja Edwin
MIT_336,Dateofbirth,""" Exliana .",
MIT_336,Fatherhusbandname,Ronith Edwin .,Ronith Edwin
MIT_121,gender,Female .,Female
MIT_121,AlternateNo,8346 22050 3 .,8346220503
MIT_121,nationality,Indian,Indian
MIT_121,experience,9 years at Zacharia - Tsuipathi,9 years at Zacharia - Tsuipathi
MIT_121,languageknown,"Hemathir Malasalam , Mindi , English","Hemathir, Malayalam, Hindi, English"
MIT_121,contactnumber,going 60 4.59 .,60459
MIT_121,presentaddress,"M. NO. 31.2 . Tank Chawk , Kozhikode-094364","M. NO. 31.2 . Tank Chawk, Kozhikode-094364"
MIT_121,permanentaddress,"H.NO.108 , Deagan Street . Shivpuri 13,995","H.NO.108, Deagan Street . Shivpuri 13,995"
MIT_121,maritalstatus,married .,Married
MIT_121,candidatename,Phoriti Wagle .,Phoriti Wagle
MIT_121,qualification,Diploma .,Diploma
MIT_121,referencescmob1,Russell Nander - 9217882891 .,Russell Nander - 9217882891
MIT_121,referencescmob2,Imaram Wanda - 9225868811,Imaram Wanda - 9225868811
MIT_121,date,04 ( 2012022,04/2012022
MIT_121,bloodgroup,0 -,O-
MIT_121,place,Shillong,Shillong
MIT_121,Fatherhusbandname,Champak Wagle,Champak Wagle
MIT_121,experience1,Le yeovis at Shetty Ltd .,Le yeovis at Shetty Ltd
MIT_121,Dateofbirth,6 )101200 1 .,6/101200/1
MIT_121,aadhaarcard,4 58626000000,4.58626E+11
TCE_1409,candidatename,Yoshika Bali .,Yoshika Bali
