,folder,file,text
1160,MIT_456,Dateofbirth,10 (5 ( 19.6.
1161,MIT_456,Fatherhusbandname,Grunest Devan
1162,MIT_456,permanentaddress,"6' isyala "" Prakash 8 streets ."
1163,MIT_456,experience,8 years at Bhatt-Mann .
1164,MIT_456,date,OF IIGI 2022
1165,MIT_456,presentaddress,"76 , Deo Mary , Boisono-by born3"
1166,MIT_456,gender,female .
1167,MIT_456,bloodgroup,at
1168,MIT_456,experience1,I Years at Borah-Nori .
1169,MIT_456,qualification,10th pass .
1170,MIT_456,languageknown,"Telugu , marathi , Bengali'"
1171,MIT_456,aadhaarcard,26H8 56000000
1172,MIT_456,referencescmob2,Benjamin Randhawa - #F2 5b8 59l03
1173,MIT_456,maritalstatus,married .
1174,MIT_456,contactnumber,F6 566 0 9H2O.
1175,MIT_456,AlternateNo,f30 fq75903 .
1176,MIT_456,place,dispur .
1177,MIT_456,candidatename,Zinal Devan
1178,MIT_456,referencescmob1,Charles Ramaswamy - # 1915 to 6.114 .
1179,MIT_687,nationality,Indian
1180,MIT_687,Dateofbirth,10 ( 23 ) 1964 .
1181,MIT_687,Fatherhusbandname,Balendra Keer .
1182,MIT_687,permanentaddress,"b8 , Sachdera Marg. Madurai-80595 )"
1183,MIT_687,experience,5 years at Sandhu Grover & Buch .
1184,MIT_687,date,07 ( 20 ( 2024 .
1185,MIT_687,presentaddress,"051070 , Srinivas Chowk , Chunnui-9499ab"
1186,MIT_687,gender,Male .
1187,MIT_687,bloodgroup,A -
1188,MIT_687,experience1,4 years at Halder Nagar's Krishn
1189,MIT_687,qualification,Post-Graduate .
1190,MIT_687,languageknown,"Gujarati , Telugu Bengali ."
1191,MIT_687,referencescmob2,Onveer Gaba-9497536252
1192,MIT_687,pancard,APUJC 5124P.
1193,MIT_687,maritalstatus,married .
1194,MIT_687,contactnumber,971 1562363 .
1195,MIT_687,AlternateNo,96 28257005 .
1196,MIT_687,place,Aizawl .
1197,MIT_687,candidatename,Qarin Keer .
1198,MIT_687,referencescmob1,Ati Parmer-888 45459208
1199,MIT_185,nationality,Indian
1200,MIT_185,Dateofbirth,12/ 1/1965 .
1201,MIT_185,Fatherhusbandname,"Daksh Modu"""
1202,MIT_185,permanentaddress,"13/82 0 , Hampa Street , 6"
1203,MIT_185,experience,8 years at Arya De and Narula
1204,MIT_185,date,03 ( 27/2023 .
1205,MIT_185,presentaddress,"43,96 "" Dezila , Kalyan-Dominique"
1206,MIT_185,gender,Male .
1207,MIT_185,bloodgroup,A -
1208,MIT_185,experience1,b years at Pathak - Wadhwa
1209,MIT_185,qualification,12th pass .
1210,MIT_185,languageknown,"Tamil , Marathi ."
1211,MIT_185,aadhaarcard,3lbs obopp000
1212,MIT_185,referencescmob2,Ojias Mahal -75890895-6
1213,MIT_185,maritalstatus,Marcled .
1214,MIT_185,contactnumber,91531 07229 .
1215,MIT_185,AlternateNo,7 239 389 680
1216,MIT_185,place,Grand himag as
1217,MIT_185,candidatename,Oliver Modi .
1218,MIT_185,referencescmob1,Vasudha Saini-9977855153
1219,VIT_795,Dateofbirth,5' In11963 .
1220,VIT_795,Fatherhusbandname,Qasim chada .
1221,VIT_795,permanentaddress,"H.NO. 458 , Bondi Road , Bikaner 069906 ."
1222,VIT_795,experience,10 years at mitter . Kondu
1223,VIT_795,date,12 (0312025 .
1224,VIT_795,presentaddress,"11 , Peri path , Junagadi 340415"
1225,VIT_795,bloodgroup,at
1226,VIT_795,experience1,I Years at Rani Group .
1227,VIT_795,qualification,12th pass .
1228,VIT_795,languageknown,"Hindi , Teluga , Bengali , English"
1229,VIT_795,referencescmob2,Rajestri poll - 733541641 .
1230,VIT_795,pancard,EPKKA3162Z ...
1231,VIT_795,maritalstatus,married .
1232,VIT_795,contactnumber,8567612105
1233,VIT_795,AlternateNo,803008355f .
1234,VIT_795,place,bramatoke
1235,VIT_795,candidatename,Mekhala chada .
1236,VIT_795,referencescmob1,Darika Khurama - 881510-249
1237,TCE_1402,nationality,Indian
1238,TCE_1402,Dateofbirth,11/ 28 ( 1975
1239,TCE_1402,Fatherhusbandname,I Gavin SOM
1240,TCE_1402,permanentaddress,"( 186 , Pingle Street , Ghaziabad , 639487"
1241,TCE_1402,experience,1year at Vora LLC .
1242,TCE_1402,date,"0,10b ) 2025"
1243,TCE_1402,presentaddress,"I.305 , Ratten , Chawk , Dhanbach -266931 ."
1244,TCE_1402,gender,male .
1245,TCE_1402,bloodgroup,LAB -
1246,TCE_1402,experience1,A years at keen group .
1247,TCE_1402,qualification,ph D
1248,TCE_1402,languageknown,"Ikannada , Bengali , Gujarati"
1249,TCE_1402,aadhaarcard,274936000000 .0
1250,TCE_1402,referencescmob2,Samar Master 7935420097 .
1251,TCE_1402,maritalstatus,married .
1252,TCE_1402,contactnumber,18811402135
1253,TCE_1402,AlternateNo,8394019035 .
1254,TCE_1402,place,Grand himagan .
1255,TCE_1402,candidatename,APVAY SOM .
1256,TCE_1402,referencescmob1,Quicy Deal - 9776779473 .
1257,MIT_558,nationality,Indian
1258,MIT_558,Dateofbirth,4 (26 ( 1998
1259,MIT_558,Fatherhusbandname,Asian Subramanian
1260,MIT_558,permanentaddress,"88 (68 , Mistry Nagar , Orai 930326 ."
1261,MIT_558,experience,1 Years of Sama Ltd .
1262,MIT_558,date,09 ( 15 ( 2025 .
1263,MIT_558,presentaddress,"29 , Agate path , Bidar - 162172"
1264,MIT_558,gender,male .
1265,MIT_558,bloodgroup,B-
1266,MIT_558,experience1,5 years at Subramanian Saran and Chopra
1267,MIT_558,qualification,pho .
1268,MIT_558,languageknown,"Kannada , Marathi ."
1269,MIT_558,aadhaarcard,284118000000 #
1270,MIT_558,referencescmob2,Pushti Sibal - 81.109-3110 .
1271,MIT_558,maritalstatus,married .
1272,MIT_558,contactnumber,F86469689
1273,MIT_558,AlternateNo,"90676,0029 ."
1274,MIT_558,place,pafna .
1275,MIT_558,candidatename,Vivaan Subramaniam
1276,MIT_558,referencescmob1,Falquni chattan - 96662281866 .
1277,TCE_1168,nationality,Indian .
1278,TCE_1168,Dateofbirth,10 ( 17/ 1979 .
1279,TCE_1168,Fatherhusbandname,Baraj Bala .
1280,TCE_1168,permanentaddress,"87/296 , Bahne Street , Trrunelui . -581014"
1281,TCE_1168,experience,2 years at Pall Inc.
1282,TCE_1168,date,01/22 ( 2024 .
1283,TCE_1168,presentaddress,"26 , Meman Circle , Annsuistar - 768961"
1284,TCE_1168,gender,female .
1285,TCE_1168,bloodgroup,At
1286,TCE_1168,experience1,6 years at Ramakushna . Jani-
1287,TCE_1168,qualification,12th pans .
1288,TCE_1168,languageknown,"Gurarachi , Tamil . English ."
1289,TCE_1168,referencescmob2,Hemangini Gola - 92383341/2 .
1290,TCE_1168,maritalstatus,married .
1291,TCE_1168,contactnumber,"9 44418 4,20 #"
1292,TCE_1168,AlternateNo,"8454,60038 ."
1293,TCE_1168,place,gangton .
1294,TCE_1168,candidatename,Chandani Bala .
1295,TCE_1168,referencescmob1,"champaz , Balatovishnan-9097.354,"
1296,VIT_727,nationality,Incleian .
1297,VIT_727,Dateofbirth,10.28 . 1963 .
1298,VIT_727,Fatherhusbandname,Azad Munty .
1299,VIT_727,permanentaddress,"13,88 , Bhatia Lily , Salem"
1300,VIT_727,experience,"2 years at Singh Mahajan E, Some"
1301,VIT_727,date,05. 03.2024 .
1302,VIT_727,presentaddress,"H. No.85 , Sarin Chowk . """
1303,VIT_727,gender,Male
1304,VIT_727,bloodgroup,0 #
1305,VIT_727,experience1,I year at chakrabarti group
1306,VIT_727,qualification,12th Pass .
1307,VIT_727,languageknown,"Gujarathi , Hindi , Marathi , ' to"
1308,VIT_727,aadhaarcard,41 550500000
1309,VIT_727,referencescmob2,Amrita Rostogi - 996619563 p
1310,VIT_727,maritalstatus,married .
1311,VIT_727,contactnumber,TO 753 3.017 .
1312,VIT_727,AlternateNo,8083829463 .
1313,VIT_727,place,Patna .
1314,VIT_727,candidatename,Sai Murty .
1315,VIT_727,referencescmob1,Ekavin Nigam - 986953964 .
1316,MIT_494,nationality,Indian .
1317,MIT_494,Fatherhusbandname,Ekavis Khosla .
1318,MIT_494,permanentaddress,"60124 , Pillay Street , Ghaziabad -332950"
1319,MIT_494,experience,4 Years at Kala LIC.
1320,MIT_494,date,04124 ( 2024 .
1321,MIT_494,presentaddress,"24/155 , Rao Giari , Khammann 5.4906"
1322,MIT_494,gender,female .
1323,MIT_494,bloodgroup,b t .
1324,MIT_494,experience1,5 years at Agrawal Balay and Mahal
1325,MIT_494,qualification,10th pass . 1976
1326,MIT_494,languageknown,"Marathi , Hindi , Telugu , Kannada"
1327,MIT_494,aadhaarcard,373114000000
1328,MIT_494,referencescmob2,Fitan Nagy -80641/13it .
1329,MIT_494,maritalstatus,Married .
1330,MIT_494,contactnumber,90117 24755 .
1331,MIT_494,AlternateNo,900009432I .
1332,MIT_494,place,Agarbala .
1333,MIT_494,candidatename,Hiscal Khosla .
1334,MIT_494,referencescmob1,Jagrati Grolla - 84459 71856
1335,VIT_882,nationality,Indian .
1336,VIT_882,Dateofbirth,6/24 ( 1980 .
1337,VIT_882,Fatherhusbandname,Zayan Konda
1338,VIT_882,permanentaddress,"18/88 , Sawhney Gang , Madanapalle"
1339,VIT_882,experience,to years at Solanki PLC
1340,VIT_882,date,to (24 (2025 .
1341,VIT_882,presentaddress,"H. No. 90 , Dutta chawk , chandrapur"
1342,VIT_882,gender,Female .
1343,VIT_882,bloodgroup,ABt .
1344,VIT_882,experience1,6 years at Rural-Arya .
1345,VIT_882,qualification,Graduate .
1346,VIT_882,languageknown,"Telugu , Kannada ."
1347,VIT_882,aadhaarcard,T356 1000000
1348,VIT_882,referencescmob2,Pavani Pall-849401 23.80
1349,VIT_882,maritalstatus,Married .
1350,VIT_882,contactnumber,"94""40,61 ."
1351,VIT_882,AlternateNo,9608115322
1352,VIT_882,place,kavaratti .
1353,VIT_882,candidatename,Kashri Konda .
1354,VIT_882,referencescmob1,Xansi char -8444-981 974
1355,VIT_894,nationality,Indian .
1356,VIT_894,Dateofbirth,8 ( in ( 2006 .
1357,VIT_894,Fatherhusbandname,"Kiacen . Norrain ,"
1358,VIT_894,permanentaddress,"H.NO. G2a , Beta POoth . I chatKaranji-0318"
1359,VIT_894,experience,4 years at Steve Group .
1360,VIT_894,date,10 ( 28 ( 2024 .
1361,VIT_894,presentaddress,"ofs ( 333 "" sarin path , Bhadpara - 1844-"
1362,VIT_894,gender,female .
1363,VIT_894,bloodgroup,or
1364,VIT_894,experience1,in years at sahni Chandler and orchestra .
1365,VIT_894,qualification,10th pass .
1366,VIT_894,languageknown,"Tamil , macathi , Greg arrati ."
1367,VIT_894,aadhaarcard,666 318000000
1368,VIT_894,referencescmob2,Igoti-bey -4847.3700148 .
1369,VIT_894,maritalstatus,single .
1370,VIT_894,contactnumber,926 9014 579 .
1371,VIT_894,AlternateNo,"74,8637468 ."
1372,VIT_894,place,Hkohima
1373,VIT_894,candidatename,vasofika Nkaraim .
1374,VIT_894,referencescmob1,"Yatian side - 99,8.8.6-7 ."
1375,TCE_1085,nationality,Indian .
1376,TCE_1085,Dateofbirth,3 (5 ) 1962 .
1377,TCE_1085,Fatherhusbandname,balveer saokar .
1378,TCE_1085,permanentaddress,"H.NO.55 , Batta circle , Ambala -575751"
1379,TCE_1085,experience,It years at Bedi Banik and Bahl .
1380,TCE_1085,date,07 ( 221 2023 .
1381,TCE_1085,presentaddress,"4f939 , Thavesi Granj , Danapur-402696"
1382,TCE_1085,gender,male
1383,TCE_1085,bloodgroup,0 -
1384,TCE_1085,experience1,Byears at Chandra- Das
1385,TCE_1085,qualification,phD .
1386,TCE_1085,languageknown,"Malayalam , Gujarati , Kannada , English"
1387,TCE_1085,referencescmob2,Laban trans - 70 5067 9577 .
1388,TCE_1085,maritalstatus,married .
1389,TCE_1085,contactnumber,a 154 947 2/4 .
1390,TCE_1085,AlternateNo,79 272 360 3 .2
1391,TCE_1085,place,Bengaluru .
1392,TCE_1085,candidatename,Shiransh Sarkar
1393,TCE_1085,referencescmob1,Imaran upadhayay - 87.251 6 ( 756 .
1394,MIT_433,nationality,Indian .
1395,MIT_433,Dateofbirth,(2 (3 (1976 .
1396,MIT_433,Fatherhusbandname,Logan Bali .
1397,MIT_433,permanentaddress,"H.NO. D. , Thomas Marg. Duke 332436"
1398,MIT_433,experience,2 years at Banerjee Kar and Ghose
1399,MIT_433,date,08 (6 (2022 .
1400,MIT_433,presentaddress,"023 , Bharsar Path , Jamnagar-550193"
1401,MIT_433,gender,Female .
1402,MIT_433,bloodgroup,At
1403,MIT_433,experience1,10 years at Pall and Sons
1404,MIT_433,qualification,Graduate .
1405,MIT_433,languageknown,"Marathi , Telugu , Malayalam , Bengali"
1406,MIT_433,aadhaarcard,78 9127000000
1407,MIT_433,referencescmob2,Avi Palan - 823214106 7 .
1408,MIT_433,maritalstatus,Married .
1409,MIT_433,contactnumber,7650188199 .
1410,MIT_433,AlternateNo,9451-0563 .
1411,MIT_433,place,Delhi .
1412,MIT_433,candidatename,Kashish Bali .
1413,MIT_433,referencescmob1,Pooja Deo - 7201909878
1414,MIT_135,nationality,Indian
1415,MIT_135,Dateofbirth,6/19. 1977 .
1416,MIT_135,Fatherhusbandname,Shivansh Varma .
1417,MIT_135,permanentaddress,"H. No. 04 , Batti , Tiruchirapalli-954198"
1418,MIT_135,experience,9 Years at Singh PLC .
1419,MIT_135,date,12/6/2024 .
1420,MIT_135,presentaddress,"17/13 , Taneja Path , Rourkela - 563718"
1421,MIT_135,gender,Males
1422,MIT_135,bloodgroup,0t .
1423,MIT_135,experience1,to bears at Nadig Group
1424,MIT_135,qualification,10th Pass .
1425,MIT_135,languageknown,"Hindi , Morlayalam , Kannader , Marathi"
1426,MIT_135,aadhaarcard,4087200000
1427,MIT_135,referencescmob2,Farraj Mittal - 99 9506297 1
1428,MIT_135,maritalstatus,Married .
1429,MIT_135,contactnumber,800233 84.56 .
1430,MIT_135,AlternateNo,9.80.7.9.93 .
1431,MIT_135,place,Imphal .
1432,MIT_135,candidatename,Siddharth Varma .
1433,MIT_135,referencescmob1,Prisha Kadakia-8957000575 .
1434,MIT_142,nationality,Indian .
1435,MIT_142,Dateofbirth,1/1/ race 3 .
1436,MIT_142,Fatherhusbandname,Dalbin Sachs .
1437,MIT_142,permanentaddress,"H.N. 37. "" "" Ball Park , Bhilai -"
1438,MIT_142,experience,to years at Sathe LLC
1439,MIT_142,date,"oql""cal 2024 ."
1440,MIT_142,presentaddress,"H.NO. 5.3 , God Road , Danapur"
1441,MIT_142,gender,Male .
1442,MIT_142,bloodgroup,AB -
1443,MIT_142,experience1,6 years at Sunderland Shapkar
1444,MIT_142,qualification,post-onadvate
1445,MIT_142,languageknown,"Marathi , English , Kannada"
1446,MIT_142,referencescmob2,Anventa Autumn - 888 3712650
1447,MIT_142,pancard,TO I Q G.obby
1448,MIT_142,maritalstatus,Single .
1449,MIT_142,contactnumber,9 28 39761 27
1450,MIT_142,AlternateNo,9981 9 27956 .
1451,MIT_142,place,Bengalman
1452,MIT_142,candidatename,Vivaan Spain .
1453,MIT_142,referencescmob1,Triiseui Srininae an - 86 58/8 25.9
1454,TCE_1394,nationality,Indian .
1455,TCE_1394,Dateofbirth,12 (26 ) 1959 .
1456,TCE_1394,Fatherhusbandname,Tagat' single .
1457,TCE_1394,permanentaddress,"H.NO.136 , Devi Chowk , Naihgati,00"
1458,TCE_1394,experience,7 years at Ahuja Inc.
1459,TCE_1394,date,06 ( 01 ) 2022 .
1460,TCE_1394,presentaddress,"2014 , Bains sheet , Korzhinkodus"
1461,TCE_1394,gender,Female .
1462,TCE_1394,bloodgroup,' At
1463,TCE_1394,experience1,1 year rat yogi - Ravel
1464,TCE_1394,qualification,PhD .
1465,TCE_1394,languageknown,"Malayalam , Hindi , Telugu"
1466,TCE_1394,aadhaarcard,68909 70000000 .0
1467,TCE_1394,referencescmob2,Dihruv Kara - 1279819602
1468,TCE_1394,maritalstatus,married .
1469,TCE_1394,contactnumber,839156942
1470,TCE_1394,AlternateNo,83 4th bouts .
1471,TCE_1394,place,parayi .
1472,TCE_1394,candidatename,Tammayi Pingle .
1473,TCE_1394,referencescmob1,saanne Naidre -7163007263
1474,VIT_927,nationality,Indian .
1475,VIT_927,Dateofbirth,8 (26 ) 1989 .
1476,VIT_927,Fatherhusbandname,Samar Jami .
1477,VIT_927,permanentaddress,"614, mistra Gang , Dhule 15243 )"
1478,VIT_927,experience,5 years at Tripshire Bal
1479,VIT_927,date,07(5 ( 2025
1480,VIT_927,presentaddress,"03 , Samra Ganj , Tirunahrefi -5432065"
1481,VIT_927,gender,female .
1482,VIT_927,bloodgroup,Bir
1483,VIT_927,experience1,8 years at Lanka Bawa and Munshi .
1484,VIT_927,qualification,post-Graduate .
1485,VIT_927,languageknown,"marathi , Bengali , Gujarasi"
1486,VIT_927,referencescmob2,Yug Balan - TU49290 957
1487,VIT_927,maritalstatus,married .
1488,VIT_927,contactnumber,"8.2,60 ( 8848 ."
1489,VIT_927,AlternateNo,8358 442016
1490,VIT_927,place,shillong .
1491,VIT_927,candidatename,Eshana sami .
1492,VIT_927,referencescmob1,Dhruv Nayyak - 7943973068 .
1493,TCE_1041,nationality,Podcast
1494,TCE_1041,Dateofbirth,6 ft/1998
1495,TCE_1041,Fatherhusbandname,Fagid stood .
1496,TCE_1041,permanentaddress,"H.NO. F. Date , Vasai , Virar-286 348 ."
1497,TCE_1041,experience,agears at Saint Chawler and Surr.
1498,TCE_1041,date,"03/14 ( 2024 """
1499,TCE_1041,presentaddress,"90161 , Kibe wrote , Fitzgerald -51,809"
1500,TCE_1041,gender,made #
1501,TCE_1041,bloodgroup,of
1502,TCE_1041,experience1,2years at Reddy-om .
1503,TCE_1041,qualification,12th pass .
1504,TCE_1041,languageknown,"Marafteri , Pangaki . Telugu Malayalam"
1505,TCE_1041,referencescmob2,organ both - 92AUGA102 .
1506,TCE_1041,maritalstatus,manneed .
1507,TCE_1041,contactnumber,19064100631 .
1508,TCE_1041,AlternateNo,864321319 .
1509,TCE_1041,place,Delmadun
1510,TCE_1041,candidatename,cumbir wood .
1511,TCE_1041,referencescmob1,Abeen Bhoulsar - T3A.33b.8bb .
1512,MIT_570,nationality,Indian .
1513,MIT_570,Dateofbirth,6 (26 ) 1974 .
1514,MIT_570,Fatherhusbandname,Mitesh Rowe .
1515,MIT_570,permanentaddress,"24 , Ravi Street , Durgapur -549 203"
1516,MIT_570,experience,5 Years at Bassie Dugar and Batta .
1517,MIT_570,date,"""2 ( 20 ( 2022 ."
1518,MIT_570,presentaddress,"ura , Bedi Moog , Dhanbad 091657"
1519,MIT_570,gender,male .
1520,MIT_570,bloodgroup,at
1521,MIT_570,experience1,a years at Madan PLC .
1522,MIT_570,qualification,Ph D .
1523,MIT_570,languageknown,"Malayalam , Telugu , English"
1524,MIT_570,referencescmob2,Amrita Bhargava - 7133450472 .
1525,MIT_570,pancard,cehehisist .
1526,MIT_570,maritalstatus,married .
1527,MIT_570,contactnumber,9925684750
1528,MIT_570,AlternateNo,8317221209 .
1529,MIT_570,place,Panaji .
1530,MIT_570,candidatename,Om. Ravi .
1531,MIT_570,referencescmob1,Vihaan Bera -8654204027 .
1532,MIT_99,nationality,Indian
1533,MIT_99,Dateofbirth,in trial 1979 .
1534,MIT_99,Fatherhusbandname,Ekeansh Vasa .
1535,MIT_99,permanentaddress,"571249 , Metal Zila , Guangtoke -10-566 ,"
1536,MIT_99,experience,8 years at Mital and Sons .
1537,MIT_99,date,ralubl 2024 .
1538,MIT_99,presentaddress,"H. No. 0.5 , Deli Street , Amkannah 944,96"
1539,MIT_99,gender,Male .
1540,MIT_99,bloodgroup,At
1541,MIT_99,experience1,6 years at Murby Inc.
1542,MIT_99,qualification,10th Pass .
1543,MIT_99,languageknown,"Telegue , Marathi , Hindi , Malayalam ,"
1544,MIT_99,aadhaarcard,243549000000
1545,MIT_99,referencescmob2,"Chabura Moody - 9,556-4-450"
1546,MIT_99,maritalstatus,married .
1547,MIT_99,contactnumber,"8288 3,0009 ."
1548,MIT_99,AlternateNo,844 4/ 95425
1549,MIT_99,place,Bhopal .
1550,MIT_99,candidatename,Abhirram Vasa .
1551,MIT_99,referencescmob1,Utkarsh Apke - 89 43351142 .
1552,TCE_1347,nationality,Indian .
1553,TCE_1347,Dateofbirth,8 ( a ) 1984 .
1554,TCE_1347,Fatherhusbandname,Veer Deshmukh .
1555,TCE_1347,permanentaddress,"HONO-49 , Dugardmarket , 16611 ."
1556,TCE_1347,experience,2 years at Kaur- Narayanan .
1557,TCE_1347,date,03 ( 10/2023
1558,TCE_1347,presentaddress,"H.NO.869 , Choudham Circle 1993"
1559,TCE_1347,gender,Male .
1560,TCE_1347,bloodgroup,ab't .
1561,TCE_1347,experience1,-6 years at Kade - Chandler .
1562,TCE_1347,qualification,Graduate .
1563,TCE_1347,languageknown,"Bengali , Grujarati , Kannada , English"
1564,TCE_1347,referencescmob2,Cumik Bahui - 1456321960
1565,TCE_1347,maritalstatus,single .
1566,TCE_1347,contactnumber,9353886880
1567,TCE_1347,AlternateNo,7121916410 .
1568,TCE_1347,place,Stanagar .
1569,TCE_1347,candidatename,Utkarsh Deshmukh .
1570,TCE_1347,referencescmob1,Ubika Banaal - 8402891211 .
1571,TCE_1096,nationality,Indicuous .
1572,TCE_1096,Dateofbirth,3/22 (983 .
1573,TCE_1096,Fatherhusbandname,Gumeet Lanka
1574,TCE_1096,permanentaddress,"09 , Chaudham tune-69-6-6-"
1575,TCE_1096,experience,10 years at Borra Wickrie
1576,TCE_1096,date,CHOY ( 2023
1577,TCE_1096,presentaddress,65first in Charleston ( saw 264
1578,TCE_1096,gender,Female .
1579,TCE_1096,bloodgroup,a b.t .
1580,TCE_1096,experience1,4 years at Radhakrishnan Gobine
1581,TCE_1096,qualification,12th pass
1582,TCE_1096,languageknown,"Kannada , Bengali ."
1583,TCE_1096,referencescmob2,Eresha Kannan # 8982036396
1584,TCE_1096,maritalstatus,Marrice of
1585,TCE_1096,contactnumber,"SO 24 9,0 4/68"
1586,TCE_1096,AlternateNo,1740618 288
1587,TCE_1096,place,GrangEok
1588,TCE_1096,candidatename,Adverts Lanka .
1589,TCE_1096,referencescmob1,Yagnesh' Raman -8 390316147
1590,MIT_323,nationality,Indian .
1591,MIT_323,Dateofbirth,1 lb (198 7 .
1592,MIT_323,Fatherhusbandname,Orinder Radhakrishnan
1593,MIT_323,permanentaddress,"30""Varkey Nagas , Ghagiasad"
1594,MIT_323,experience,I years at Bora Kalita and Aurora
1595,MIT_323,date,9 (26 feory
1596,MIT_323,presentaddress,"59/51 , Handa Road , Silchar-39484 ."
1597,MIT_323,gender,Female .
1598,MIT_323,bloodgroup,At
1599,MIT_323,experience1,I year at Subramaniam Sandre and
1600,MIT_323,qualification,php .
1601,MIT_323,languageknown,"Tamil , Bengali"
1602,MIT_323,aadhaarcard,5157900000
1603,MIT_323,referencescmob2,Gaurika Bal-8754759 2 .
1604,MIT_323,maritalstatus,Married .
1605,MIT_323,contactnumber,880243 966 4 .
1606,MIT_323,AlternateNo,8858640 7.
1607,MIT_323,place,dulenow .
1608,MIT_323,candidatename,Sai Radhakrishman
1609,MIT_323,referencescmob1,Falan Bumb-814856998
1610,VIT_879,nationality,Indian .
1611,VIT_879,Dateofbirth,2/119695
1612,VIT_879,Fatherhusbandname,Balywan Kamdar .
1613,VIT_879,permanentaddress,"73154 , Mardzila , Karnah 473116"
1614,VIT_879,experience,to years at Hans-Mani
1615,VIT_879,date,04 ( raf 2024 .
1616,VIT_879,presentaddress,"82 , Dash Marg , Moradabad - 16 2073"
1617,VIT_879,gender,Female .
1618,VIT_879,bloodgroup,B -
1619,VIT_879,experience1,2 years at Guha LLC .
1620,VIT_879,qualification,10th Pass .
1621,VIT_879,languageknown,"English , Bengali ."
1622,VIT_879,aadhaarcard,3324 47000000
1623,VIT_879,referencescmob2,Vihaan Solonki - 7q/9074170
1624,VIT_879,maritalstatus,Marsied .
1625,VIT_879,contactnumber,90578 5673 .
1626,VIT_879,AlternateNo,91503 50 5.8 .
1627,VIT_879,place,chennai .
1628,VIT_879,candidatename,Bhavana Kamdar .
1629,VIT_879,referencescmob1,Patrick Rarel - 714 5867693
1630,MIT_424,nationality,Indian .
1631,MIT_424,Dateofbirth,5 ( 1992 .
1632,MIT_424,Fatherhusbandname,Kardik Wason .
1633,MIT_424,permanentaddress,"2016 , Barad , Madanapalle-857467"
1634,MIT_424,experience,1 years at Haran-Baria
1635,MIT_424,date,07 ( 20 (2022 .
1636,MIT_424,presentaddress,"30, No. 80 , Pericirch , Kirari suleman"
1637,MIT_424,gender,female .
1638,MIT_424,bloodgroup,Art
1639,MIT_424,experience1,5 years at sainti-chemian
1640,MIT_424,qualification,18th pass .
1641,MIT_424,languageknown,"Telugu , Morathi , Tamil"
1642,MIT_424,aadhaarcard,"81851,000,000000"
1643,MIT_424,referencescmob2,Dominic Soukah - 8871393055
1644,MIT_424,maritalstatus,married .
1645,MIT_424,contactnumber,73 78979945
1646,MIT_424,AlternateNo,992 902 703G.
1647,MIT_424,place,against a cantala .
1648,MIT_424,candidatename,Dipta Wason
1649,MIT_424,referencescmob1,Repa Savant - FQAFI 20860 .
1650,MIT_642,nationality,Indian .
1651,MIT_642,Dateofbirth,8 ( 27 ( 1962 .
1652,MIT_642,Fatherhusbandname,Ekavir Bhattacharyya .
1653,MIT_642,permanentaddress,"H. No. 95 , Rawal Nagan , Yugoslavia 806274"
1654,MIT_642,experience,4 years at Sami' Inc.
1655,MIT_642,date,07 ( 19 ) 2025
1656,MIT_642,presentaddress,"H. No. 4b , Bovia Nagar , Kota 0.3469 ."
1657,MIT_642,gender,Male .
1658,MIT_642,bloodgroup,AB #
1659,MIT_642,experience1,6 years at Das Ravel and Mahal
1660,MIT_642,qualification,Post-lygraduate .
1661,MIT_642,languageknown,"English , Tamil , Gujarati , Telugu"
1662,MIT_642,aadhaarcard,983219000000
1663,MIT_642,referencescmob2,Ijaya Bania - 7431 669289 .
1664,MIT_642,maritalstatus,single .
1665,MIT_642,contactnumber,9438 188749 .
1666,MIT_642,AlternateNo,7505084144 .
1667,MIT_642,place,Ranchi .
1668,MIT_642,candidatename,Chaibarya Bhattacharya .
1669,MIT_642,referencescmob1,Nitali Bankaran - 9227883217
1670,MIT_466,nationality,Indian .
1671,MIT_466,Dateofbirth,3/24 ) 1978 .
1672,MIT_466,Fatherhusbandname,Samar Toor .
1673,MIT_466,permanentaddress,"HONO.O'S , Sachdeva Zila , Nagercoll-512"
1674,MIT_466,experience,7 years at Tata-Virk .
1675,MIT_466,date,06 ( 28 ) 2022
1676,MIT_466,presentaddress,"H. No.12 , Singhal Road , Panipat 006875"
1677,MIT_466,gender,Female .
1678,MIT_466,bloodgroup,AB -
1679,MIT_466,experience1,3 years at Naidu-Narang
1680,MIT_466,qualification,10th pass .
1681,MIT_466,languageknown,"English , Gujarati , Hindi , Kannad-"
1682,MIT_466,referencescmob2,Chaman Ahhwalia - 891438127 4
1683,MIT_466,pancard,ONE 2T 9060H.
1684,MIT_466,maritalstatus,married .
1685,MIT_466,contactnumber,80 51.9141 0 .
1686,MIT_466,AlternateNo,81033 33.30
1687,MIT_466,place,Thiruvanaatha puram
1688,MIT_466,candidatename,Varenya Toor .
1689,MIT_466,referencescmob1,ekapad Vala-855 345819 .
1690,TCE_1023,nationality,Pnpian
1691,TCE_1023,Dateofbirth,611011963 .
1692,TCE_1023,Fatherhusbandname,NOAH RAJAN .
1693,TCE_1023,permanentaddress,"961 , ZARIA NAGAR , TEZPUR-910453"
1694,TCE_1023,experience,5 years at Karl Bawa and Nadim .
1695,TCE_1023,date,03103 )2022 .
