,folder,file,pred_text,actual_text
2564,MIT_9,maritalstatus,Unmarried .,Married
2565,MIT_9,contactnumber,2015014123 .,8563247385
2566,MIT_9,AlternateNo,994204 74 lb .,7275683172
2567,MIT_9,place,Bengalum .,Bengaluru
2568,MIT_9,candidatename,Maathes Thilak K,Nilima Rege
2569,MIT_9,referencescmob1,warda Ratta - 7981371986,Warda Ratta - 7981372986
2570,MIT_84,nationality,Indian,Indian
2571,MIT_84,Dateofbirth,3 ( 29 ( 1977 .,3/29/1977
2572,MIT_84,Fatherhusbandname,Laksh Chouhan,Laksh Chauhan
2573,MIT_84,permanentaddress,"225 , Dani , Vijayanagaram 1/1139 .","225, Dani, Vijayanagaram 177739"
2574,MIT_84,experience,Officers at Glhesh Puri and Radhakrishna .,2 years at Ghosh  Puri and Radhakrishnan
2575,MIT_84,date,"05 ( 89,00023 .",5/27/2023
2576,MIT_84,presentaddress,"865 , Sir Path , Nahhunagar 82723 )","865, Sur Path, Mahbubnagar 827231"
2577,MIT_84,gender,Male,Male
2578,MIT_84,bloodgroup,o-,O-
2579,MIT_84,experience1,ryears at Brahmbhatt - Varughese,7 years at Brahmbhatt-Varughese
2580,MIT_84,qualification,Coraduate .,Graduate
2581,MIT_84,languageknown,"Tamil , Malayalam , Kannada","Tamil, Malayalam, Kannada"
2582,MIT_84,aadhaarcard,1308 450000000 .0,731000000000.0
2583,MIT_84,referencescmob2,Caleb Datta - G 324 564456 .,Caleb Datta - 8324564456
2584,MIT_84,maritalstatus,single .,Single
2585,MIT_84,contactnumber,955 93 5. 8.5 ),9557351851
2586,MIT_84,AlternateNo,1978 9.88763 .,7978788763
2587,MIT_84,place,Panaji .,Panaji
2588,MIT_84,candidatename,Need Chauhan .,Neel Chauhan
2589,MIT_84,referencescmob1,Ninja Bains - 7845850-52,Nirja Bains - 7845350752
2590,VIT_852,nationality,Indian,Indian
2591,VIT_852,Dateofbirth,7/11 ( 1987 .,7/11/1987
2592,VIT_852,Fatherhusbandname,Adventh Verkey,Advaith Varkey
2593,VIT_852,permanentaddress,"81/500 , Tiusazi Chowk , Madhyangram-07csof","81/544, Tiwari Chowk, Madhyamgram-070507"
2594,VIT_852,experience,6 Years at Kalita Bobal and Khatri,6 years at Kalita  Bobal and Khatri
2595,VIT_852,date,"11/17/2026 ,",11/17/2024
2596,VIT_852,presentaddress,"first 90 , Madakia Chowk , Bhakpara 1/26th","45/90, Kadakia Chowk, Bhatpara 111264"
2597,VIT_852,gender,Female .,Female
2598,VIT_852,bloodgroup,ABt .,AB+
2599,VIT_852,experience1,to Years at Narasimhan Master and Khare,10 years at Narasimhan  Master and Khare
2600,VIT_852,qualification,10th pass .,10th Pass
2601,VIT_852,languageknown,"Marathi , Gujarati , English , Malayalam ,","Marathi, Gujarati, English, Malayalam"
2602,VIT_852,aadhaarcard,21 09 08000000,210908000000
2603,VIT_852,referencescmob2,Kalpit Rajan - 8893377214,Kalpit Rajan - 8893377214
2604,VIT_852,maritalstatus,Single .,Single
2605,VIT_852,contactnumber,844 598 333 7,8445983337
2606,VIT_852,AlternateNo,8.5 9668386 ) .,8596683861
2607,VIT_852,place,Thiruvananthapurar,Thiruvananthapuram
2608,VIT_852,candidatename,Amara Varkey .,Amara Varkey
2609,VIT_852,referencescmob1,Kamala Bahri - 7273/63 (5 ) .,Kamala Bahri - 7273163151
2610,TCE_1388,nationality,Indian,Indian
2611,TCE_1388,Dateofbirth,11/ play,11/9/1994
2612,TCE_1388,Fatherhusbandname,rangeer day .,Tanveer Das
2613,TCE_1388,permanentaddress,"it-Mr. 73 , Iraud Sordy Khammann","H.No. 873, Kaul Street, Khammam 950962"
2614,TCE_1388,experience,I mean at Koise Makan and Oza,1 years at Kibe  Kakar and Oza
2615,TCE_1388,date,08 (25 ( 2024 .,8/25/2024
2616,TCE_1388,presentaddress,"nlago , Tripoli chair , unherziabad","12/840, Tripathi Ganj, Ghaziabad 887049"
2617,TCE_1388,gender,male,Male
2618,TCE_1388,bloodgroup,A -,A-
2619,TCE_1388,experience1,a year at Holiday-mathobra,9 years at Halder-Malhotra
2620,TCE_1388,qualification,go on pass .,10th Pass
2621,TCE_1388,languageknown,"marachiipelugu , English , family","Marathi, Telugu, English, Tamil"
2622,TCE_1388,referencescmob2,Arthur V. Paula-9913927409,Atharv Patla - 9913927409
2623,TCE_1388,maritalstatus,married .,Married
2624,TCE_1388,contactnumber,217699 753 ) .,8176997531
2625,TCE_1388,AlternateNo,7273 14.9883,7273149883
2626,TCE_1388,place,chandigarh .,Chandigarh
2627,TCE_1388,candidatename,Baldman has,Baljiwan Das
2628,TCE_1388,referencescmob1,Yavin moody - 97393 20441,Yatin Mody - 9739320441
2629,MIT_59,nationality,indican .,Indian
2630,MIT_59,Dateofbirth,9/23 (1961 .,9/23/1961
2631,MIT_59,Fatherhusbandname,Incurran Doctor .,Gaurav Doctor
2632,MIT_59,permanentaddress,"H.NO. 534 , Modi's Muddy amalgram","H.No. 534, Modi, Madhyamgram 973832"
2633,MIT_59,experience,4 years at Sunni Kapur and Nagy,4 years at Saini  Kapur and Nagy
2634,MIT_59,date,"01/ 19,3022 .",1/19/2022
2635,MIT_59,presentaddress,"H.NO.951 , Ben Gra-o's Rajuhmundwy","H.No. 951, Ben Circle, Rajahmundry 617445"
2636,MIT_59,gender,Male,Male
2637,MIT_59,bloodgroup,"0 """,O-
2638,MIT_59,experience1,9 Years at Saha Ltd .,9 years at Saha Ltd
2639,MIT_59,qualification,12th pass .,12th Pass
2640,MIT_59,languageknown,"English , Bengali , Gujarati , Kannada","English, Bengali, Gujarati, Kannada"
2641,MIT_59,aadhaarcard,803 2/8000000,803278000000
2642,MIT_59,referencescmob2,lural Andra - 9980500541 .,Hiral Andra - 9980500541
2643,MIT_59,pancard,Do quh Otiz's,DOQUH0712S
2644,MIT_59,maritalstatus,Single .,Single
2645,MIT_59,contactnumber,9 949737460,9949737460
2646,MIT_59,AlternateNo,859748799 2 .,8597487992
2647,MIT_59,place,Bengaluru .,Bengaluru
2648,MIT_59,candidatename,Rehaan Doctor .,Rehaan Doctor
2649,MIT_59,referencescmob1,Nirmout Bujued - 9644bSO458,Nimrat Bajwa - 9644680428
2650,VIT_973,nationality,Indian .,Indian
2651,VIT_973,Dateofbirth,"""1811983 .",1/8/1983
2652,VIT_973,Fatherhusbandname,Grunest Karpe .,Guneet Karpe
2653,VIT_973,permanentaddress,"845 , Dani Chowk , Chopra 481625","845, Dani Chowk, Chapra 981625"
2654,VIT_973,experience,8 years at Selgal-Chada .,8 years at Sehgal-Chada
2655,VIT_973,date,07 (01 ( 2022 .,7/1/2022
2656,VIT_973,presentaddress,"H.No.41 , Roy Chowk , Siliguri -6822994","H.No. 41, Roy Chowk, Siliguri-682994"
2657,VIT_973,gender,Female .,Female
2658,VIT_973,bloodgroup,B-,B-
2659,VIT_973,experience1,"6 years at Parmer , Lod and Kokar .",6 years at Parmer  Lad and Kakar
2660,VIT_973,qualification,12th Pass .,12th Pass
2661,VIT_973,languageknown,"Marathi , English","Marathi, English"
2662,VIT_973,aadhaarcard,I 280505000000 .,280505000000
2663,VIT_973,referencescmob2,Ekanta Kothari - 7 440086218 .,Ekanta Kothari - 7440086218
2664,VIT_973,maritalstatus,married .,Married
2665,VIT_973,contactnumber,805 2096639,8052096639
2666,VIT_973,AlternateNo,96 5.988 63 97 .,9659886397
2667,VIT_973,place,Kavaratti .,Kavaratti
2668,VIT_973,candidatename,Sachi Karpe .,Sachi Karpe
2669,VIT_973,referencescmob1,Rohan Chhabra - 7398065704 .,Rohan Chhabra - 7398065704
2670,TCE_1230,nationality,Indian,Indian
2671,TCE_1230,Dateofbirth,6 (11 (1985 .,6/11/1985
2672,TCE_1230,Fatherhusbandname,Faraj Borra,Faraj Borra
2673,TCE_1230,permanentaddress,"985 , Tareja Street , Jalna-344463","985, Taneja Street, Jalna-344463"
2674,TCE_1230,experience,5 years at Wali Ltd .,5 years at Wali Ltd
2675,TCE_1230,date,0 3/3/20.4 .,3/31/2024
2676,TCE_1230,presentaddress,"H. No.558 , Sheriff Nagar , Raipur Sonoeipur","H.No. 55, Shroff Nagar, Rajpur Sonarpur 098703"
2677,TCE_1230,gender,Male .,Male
2678,TCE_1230,bloodgroup,0-,O-
2679,TCE_1230,experience1,9 years at Seth PLC .,9 years at Seth PLC
2680,TCE_1230,qualification,pho .,PhD
2681,TCE_1230,languageknown,"Kassada , Marathi .","Kannada, Marathi"
2682,TCE_1230,referencescmob2,Aasini Sant - 855836 7578 .,Aarini Sant - 8558367578
2683,TCE_1230,maritalstatus,single .,Single
2684,TCE_1230,contactnumber,7795423796 .,7795423796
2685,TCE_1230,AlternateNo,946 189994 15 .,9467899415
2686,TCE_1230,place,Shimla .,Shimla
2687,TCE_1230,candidatename,Zayan Borra .,Zayan Borra
2688,TCE_1230,referencescmob1,Leela Lal - 8584620543 .,Leela Lal - 8584620543
2689,VIT_790,nationality,Indian .,Indian
2690,VIT_790,Dateofbirth,1/28 ( 1981 .,1/28/1981
2691,VIT_790,Fatherhusbandname,Abeer Naik .,Abeer Naik
2692,VIT_790,permanentaddress,"33166 , KHALSA PATH , SERAMPORE -591598 .","33/06, Khalsa Path, Serampore-597598"
2693,VIT_790,experience,4 years at Panchal-comar-,4 years at Panchal-Comar
2694,VIT_790,date,04 ( 17/2024 .,4/17/2024
2695,VIT_790,presentaddress,"HONO. 05 , Bhavsar , Sally 24627 )","H.No. 05, Bhavsar, Bally 246271"
2696,VIT_790,gender,female .,Female
2697,VIT_790,bloodgroup,"A """,A-
2698,VIT_790,experience1,2 years at Karpe - Raghavan .,2 years at Karpe-Raghavan
2699,VIT_790,qualification,diploma .,Diploma
2700,VIT_790,languageknown,"Gujarati , Kannada , HINDI .","Gujarati, Kannada, Hindi"
2701,VIT_790,referencescmob2,Paudish naval -81366 42799 .,Jagdish Raval - 8736642799
2702,VIT_790,pancard,GVSD J8330U .,GVSDJ8330U
2703,VIT_790,maritalstatus,married .,Married
2704,VIT_790,contactnumber,97748 (3501 .,9774813501
2705,VIT_790,AlternateNo,785073339 ) .,7850733391
2706,VIT_790,place,pairupur .,Jaipur
2707,VIT_790,candidatename,Bhanumati Naik .,Bhanumati Naik
2708,VIT_790,referencescmob1,meghana Dugar-8029123872,Meghana Dugar - 8029123872
2709,TCE_1158,nationality,Indian .,Indian
2710,TCE_1158,Dateofbirth,(B ( 1983 .,1/13/1983
2711,TCE_1158,Fatherhusbandname,I salah Parrikh .,Isaiah Parikh
2712,TCE_1158,permanentaddress,"05 , same , Alappuzhe 6/2498 .","05, Sane, Alappuzha 612498"
2713,TCE_1158,experience,eywards at her plc .,2 years at Iyer PLC
2714,TCE_1158,date,3/30frons .,3/20/2023
2715,TCE_1158,presentaddress,"83/ 49 , Samipath , Moradabad -8 22309","33/49, Sami Path, Moradabad-822309"
2716,TCE_1158,gender,Female .,Female
2717,TCE_1158,bloodgroup,At,A+
2718,TCE_1158,experience1,3 years at Lad LLC .,3 years at Lad LLC
2719,TCE_1158,qualification,Post-graduate .,Post-Graduate
2720,TCE_1158,languageknown,"English , Bengale , M mrathi , Tarnil","English, Bengali, Marathi, Tamil"
2721,TCE_1158,referencescmob2,Gumbir Mune - 7 318558993,Gunbir Muni - 7318558993
2722,TCE_1158,maritalstatus,Married .,Married
2723,TCE_1158,contactnumber,9771726176,9771726176
2724,TCE_1158,AlternateNo,8253 607785,8253607785
2725,TCE_1158,place,Lucknow .,Lucknow
2726,TCE_1158,candidatename,Vasundha Parileh .,Vasudha Parikh
2727,TCE_1158,referencescmob1,Vector Misra - 977 287 2440,Victor Misra - 9772972940
2728,TCE_1223,nationality,Indian,Indian
2729,TCE_1223,Dateofbirth,2/14 ( 1976 .,2/14/1976
2730,TCE_1223,Fatherhusbandname,rathaniel Nagi .,Nathaniel Nagi
2731,TCE_1223,permanentaddress,"H.NO. 14, Duke , Hood , shunbad","H.No. 14, Dube Road, Dhanbad 933757"
2732,TCE_1223,experience,4 years at Naik-oak,4 years at Naik-Oak
2733,TCE_1223,date,11 ( 061 2023,11/6/2023
2734,TCE_1223,presentaddress,"604 , Tailos Ganj , Baranggar","604, Tailor Ganj, Baranagar 088486"
2735,TCE_1223,gender,Female .,Female
2736,TCE_1223,bloodgroup,A -,A-
2737,TCE_1223,experience1,7 years at party-LLC,7 years at Murty LLC
2738,TCE_1223,qualification,diploma .,Diploma
2739,TCE_1223,languageknown,"Telugu , malayalam","Telugu, Malayalam"
2740,TCE_1223,referencescmob2,Anay Wadhwa - 85056710684,Anay Wadhwa - 8505670684
2741,TCE_1223,maritalstatus,married .,Married
2742,TCE_1223,contactnumber,"970 3.9,30099 """,9703930099
2743,TCE_1223,AlternateNo,94 7245 4084,9472454084
2744,TCE_1223,place,Agartala .,Agartala
2745,TCE_1223,candidatename,Grantame Nagi .,Gautami Nagi
2746,TCE_1223,referencescmob1,hamison Narain - 8548174,Harrison Narain - 8548174114
2747,VIT_741,nationality,Dndian .,Indian
2748,VIT_741,Dateofbirth,12 Ylb/995 .,12/16/1995
2749,VIT_741,Fatherhusbandname,Yug Prashad,Yug Prashad
2750,VIT_741,permanentaddress,"#BUSAN Khun3,6-3 4howk ,","41/770, Khurana Chowk, Bhusawal 316134"
2751,VIT_741,experience,5 Years at Narayanan-kumee .,5 years at Narayanan-Kumer
2752,VIT_741,date,01 ( lb ( 2025,1/16/2025
2753,VIT_741,presentaddress,"50/14 , Seth Mary , Tadepalligudens","50/14, Seth Marg, Tadepalligudem-672502"
2754,VIT_741,gender,female .,Female
2755,VIT_741,bloodgroup,At,A+
2756,VIT_741,experience1,A Years at Andra-Biswas,4 years at Andra-Biswas
2757,VIT_741,qualification,pho .,PhD
2758,VIT_741,languageknown,"Hindi , Gujarati , English , kanna","Hindi, Gujarati, English, Kannada"
2759,VIT_741,aadhaarcard,456 297000000,456000000000.0
2760,VIT_741,referencescmob2,Lexha Loyal-8922605165,Lekha Loyal - 8922605165
2761,VIT_741,maritalstatus,Married .,Married
2762,VIT_741,contactnumber,7940 359678 .,7940359678
2763,VIT_741,AlternateNo,97 84 40 9695,9784409605
2764,VIT_741,place,Itanagar .,Itanagar
2765,VIT_741,candidatename,Lansi Prashad,Zansi Prashad
2766,VIT_741,referencescmob1,Vinaya' Datta - FUB3839034 .,Vinaya Datta - 7483839034
2767,MIT_489,nationality,Indian,Indian
2768,MIT_489,Dateofbirth,9 ( 30 ( 1963 .,9/30/1963
2769,MIT_489,Fatherhusbandname,Yagresh Mandal .,Yagnesh Mandal
2770,MIT_489,permanentaddress,17 . Ramakrishnan Street Cranbur-boshton .,"17, Ramakrishnan Street, Guntur-650460"
2771,MIT_489,experience,A years at Shukla Majumdar and Verma,4 years at Shukla  Majumdar and Verma
2772,MIT_489,presentaddress,"( ft. no 051 , open , Bichannragh basss84","H.No. 051, Oak, Bidhannagar 635584"
2773,MIT_489,gender,Female .,Female
2774,MIT_489,bloodgroup,ab #,AB+
2775,MIT_489,experience1,to years at Parma Sandham and Ramakrisho,6 years at Parmer  Sandhu and Ramakrishnan
2776,MIT_489,qualification,Orradupte .,Graduate
2777,MIT_489,languageknown,"Telugu , Malaylam , English , Bengali-","Telugu, Malayalam, English, Bengali"
2778,MIT_489,aadhaarcard,758551000000,759000000000.0
2779,MIT_489,referencescmob2,chaitsly Mahnaney - 72893981ly .,Chaitaly Maharaj - 7289348714
2780,MIT_489,pancard,UTFDC 4b232,UTFDC4623Z
2781,MIT_489,maritalstatus,Married .,Married
2782,MIT_489,contactnumber,7397456902,7397456902
2783,MIT_489,AlternateNo,7 3283 421 94 .,7328342194
2784,MIT_489,place,dispum .,Dispur
2785,MIT_489,candidatename,Rajata Mandel .,Rajata Mandal
2786,MIT_489,referencescmob1,Arin Basak - 949839 8126 .,Arin Basak - 9498398926
2787,TCE_1324,nationality,Indian .,Indian
2788,TCE_1324,Dateofbirth,11 ( 1966 b.,11/1/1966
2789,TCE_1324,Fatherhusbandname,zaid Sridhar .,Zaid Sridhar
2790,TCE_1324,permanentaddress,"H. No. 731 , Babak Magg , Nadiad - 423997","H.No. 731, Basak Marg, Nadiad-423997"
2791,TCE_1324,experience,a years at chana-Rajan,9 years at Chana-Rajan
2792,TCE_1324,date,05 ( 1/2022 .,5/1/2022
2793,TCE_1324,presentaddress,"63124 , Maria Chowk , Tirupati-95547 !","63/24, Baria Chowk, Tirupati-955471"
2794,TCE_1324,gender,Female .,Female
2795,TCE_1324,bloodgroup,B -,B-
2796,TCE_1324,experience1,4 years at Mangat Macgar and Mukherjee,4 years at Mangat  Magar and Mukherjee
2797,TCE_1324,qualification,12th pass .,12th Pass
2798,TCE_1324,languageknown,"Tamil , Kannada , English","Tamil, Kannada, English"
2799,TCE_1324,referencescmob2,Rudra Datta - 8220921026 .,Rudra Datta - 8220921026
2800,TCE_1324,maritalstatus,married .,Married
2801,TCE_1324,contactnumber,9961900885,9961900885
2802,TCE_1324,place,kohima .,Kohima
2803,TCE_1324,candidatename,charita Sridhar .,Charita Sridhar
2804,TCE_1324,referencescmob1,Manye Superman - 9004939 154 .,Manya Subramaniam - 9004939754
2805,MIT_317,nationality,Indian .,Indian
2806,MIT_317,Dateofbirth,416 ( 1980 .,04-06-1980
2807,MIT_317,Fatherhusbandname,Ranbir Sinuhal .,Ranbir Singhal
2808,MIT_317,permanentaddress,"Hino 33, Josh , Tammo .","H.No. 33, Joshi Ganj, Jammu 951632"
2809,MIT_317,experience,I Years at Mammen -Mannan .,1 years at Mammen-Mannan
2810,MIT_317,date,"0 ? ( 56,20.4 .",7/26/2024
2811,MIT_317,presentaddress,"HONO.BALLENKATARAN CIRCLE ,","H.No. 38, Venkataraman Circle, Bally-279050"
2812,MIT_317,gender,female .,Female
2813,MIT_317,bloodgroup,a b.t .,AB+
2814,MIT_317,experience1,8 YEARS AT WALI TIVERBASTAIN .,8 years at Wali  Tiwari and Bajaj
2815,MIT_317,qualification,10th pass .,10th Pass
2816,MIT_317,languageknown,"KANNALD , ENALISH , Tamil","Kannada, English, Tamil"
2817,MIT_317,aadhaarcard,8u2h 3000000,842000000000.0
2818,MIT_317,referencescmob2,"UNNATI PACUPTA - 10,899 u6ing",Unnati Dasgupta - 7089946146
2819,MIT_317,maritalstatus,sinal .,Single
2820,MIT_317,contactnumber,816303 9072 .,8163039072
2821,MIT_317,AlternateNo,72017 upon,7201748047
2822,MIT_317,place,( ATNA,Patna
2823,MIT_317,candidatename,CHAMAN SINAAL,Chaman Singhal
2824,MIT_317,referencescmob1,GAUTAM CHANDRA - YOUTHA9959,Gautam Chandra - 8047999959
2825,MIT_541,nationality,Indian .,Indian
2826,MIT_541,Dateofbirth,2/2 ( 1983 .,2/2/1983
2827,MIT_541,Fatherhusbandname,Balker Nadkarni .,Balveer Nadkarni
2828,MIT_541,permanentaddress,"H. No.92 , Yogi Granj , Talanghou-","H.No. 92, Yogi Ganj, Jalandhar-489180"
2829,MIT_541,experience,2 years at Vyas plc .,2 years at Vyas PLC
2830,MIT_541,date,05 (05 ( 2024 .,5/5/2024
2831,MIT_541,presentaddress,"H. Neo.aa , Vime Nagar , Aurangabad -","H.No. 99, Virk Nagar, Aurangabad-865581"
2832,MIT_541,gender,Female .,Female
2833,MIT_541,bloodgroup,Bt .,B+
2834,MIT_541,experience1,10 years at Ganesh-Dani,10 years at Ganesh-Dani
2835,MIT_541,qualification,the,PhD
2836,MIT_541,languageknown,"Kannada , English .","Kannada, English"
2837,MIT_541,aadhaarcard,57.301000000,576301000000
2838,MIT_541,referencescmob2,Aarna Rajan-8891426863 .,Aarna Rajan - 8891426863
2839,MIT_541,maritalstatus,Married,Married
2840,MIT_541,contactnumber,708 5016227,7085016227
2841,MIT_541,AlternateNo,a216 7474788 .,9216744788
2842,MIT_541,place,Dehradeen .,Dehradun
2843,MIT_541,candidatename,Ubika Nadkarni .,Ubika Nadkarni
2844,MIT_541,referencescmob1,Rohan Walia-8498992337 .,Rohan Walia - 8498992337
2845,MIT_526,nationality,Inohar .,Indian
2846,MIT_526,Dateofbirth,7/2 3/1998 .,7/23/1998
2847,MIT_526,Fatherhusbandname,Famthan Vore,Jonathan Vora
2848,MIT_526,permanentaddress,"H.N. F.B. K. Philip , Vellure","H.No. 735, Kohli Marg, Vellore 129755"
2849,MIT_526,experience,f yours of rain-sen .,7 years at Mane-Sen
2850,MIT_526,date,07 (0 7 ( 2023 .,07-07-2023
2851,MIT_526,presentaddress,"11 , Robert Road , ( Smoke -8,8198 ) .","11, Rout Road, Erode-818981"
2852,MIT_526,gender,Femek .,Female
2853,MIT_526,bloodgroup,0 t,O+
2854,MIT_526,experience1,at Bandon' Multi ( Edenii .,5 years at Bhandari  Mutti and Edwin
2855,MIT_526,qualification,Diploma .,Diploma
2856,MIT_526,languageknown,"raodeyalam , Itindi , Tamil","Malayalam, Hindi, Tamil"
2857,MIT_526,aadhaarcard,"8 493 46,000,000",848000000000.0
2858,MIT_526,referencescmob2,Omya Moody - F156 865611 .,Omya Mody - 7156855611
2859,MIT_526,maritalstatus,Mani et,Married
2860,MIT_526,contactnumber,91 3.2.9.443 .,9139219443
2861,MIT_526,AlternateNo,734#50 & 89 .,7348508169
2862,MIT_526,place,fatner .,Patna
2863,MIT_526,candidatename,Vague Vove,Vanya Vora
2864,MIT_526,referencescmob1,"Praner Sachdeke -970,0.335",Pranav Sachdeva - 9701051335
2865,MIT_96,nationality,Indian .,Indian
2866,MIT_96,Dateofbirth,8 ( 6/984 .,08-06-1984
2867,MIT_96,Fatherhusbandname,faces Soman .,Faras Soman
2868,MIT_96,permanentaddress,"HONSOT , Menon chawk , Transi","H.No. 07, Menon Chowk, Jhansi 855749"
2869,MIT_96,experience,to years at Kotharf and Sons,10 years at Kothari and Sons
2870,MIT_96,date,08 ( 0.202 .,08-02-2022
2871,MIT_96,presentaddress,"HONS ""20 # Dazz Zila , Muzaffaepue","H.No. 28, Dass Zila, Muzaffarpur 857306"
2872,MIT_96,gender,Female .,Female
2873,MIT_96,bloodgroup,Ar,A-
2874,MIT_96,experience1,7 years at Chand-Nigam .,7 years at Chand-Nigam
2875,MIT_96,qualification,10th Paris .,10th Pass
2876,MIT_96,languageknown,"Kannada's Tamil , Bengali , Delugu","Kannada, Tamil, Bengali, Telugu"
2877,MIT_96,aadhaarcard,720326000000,720000000000.0
2878,MIT_96,referencescmob2,Shirani Merchant -766713.449,Shivani Merchant - 7967131449
2879,MIT_96,maritalstatus,single .,Single
2880,MIT_96,contactnumber,8317045215,8317045215
2881,MIT_96,AlternateNo,8384873618,8384873618
2882,MIT_96,place,Patna .,Patna
2883,MIT_96,candidatename,Anup Soman,Anvi Soman
2884,MIT_96,referencescmob1,ekapad wali - 7012892044 .,Ekapad Wali - 7012892044
2885,TCE_1303,nationality,Indian .,Indian
2886,TCE_1303,Dateofbirth,5/14 ) 1983 .,5/14/1983
2887,TCE_1303,Fatherhusbandname,Wyatt Patla .,Wyatt Patla
2888,TCE_1303,permanentaddress,"15/89 , Wadhwa Zila , Kalhapur -931840 .","15/89, Wadhwa Zila, Kolhapur-937840"
2889,TCE_1303,experience,8 years at Triipathi PLC .,8 years at Tripathi PLC
2890,TCE_1303,date,02124 ( 2023 .,2/24/2023
2891,TCE_1303,presentaddress,11 9 Barbara Chawk 9 Sambhal 178188,"11, Bora Chowk, Sambhal 178188"
2892,TCE_1303,gender,Female .,Female
2893,TCE_1303,bloodgroup,lot,O+
2894,TCE_1303,experience1,3 years at Dayal Oommen and Sethi .,3 years at Dayal  Oommen and Sethi
2895,TCE_1303,qualification,phD .,PhD
2896,TCE_1303,languageknown,"English , Telugu , Marathi .","English, Telugu, Marathi"
2897,TCE_1303,referencescmob2,Farhan Padma - 7488644825,Farhan Padmanabhan - 7488644825
2898,TCE_1303,maritalstatus,married .,Married
2899,TCE_1303,contactnumber,13129 89907,7312989907
2900,TCE_1303,AlternateNo,1957/ 89509 .,7957189509
2901,TCE_1303,place,Bhopal .,Bhopal
2902,TCE_1303,candidatename,Ridhi Patla .,Ridhi Patla
2903,TCE_1303,referencescmob1,Ekansh Patla - 9808561656 .,Ekansh Patla - 9808561656
2904,MIT_117,nationality,Indian .,Indian
2905,MIT_117,Dateofbirth,12 ( 28 ) 2003 .,12/28/2003
2906,MIT_117,Fatherhusbandname,Reginal de,Raghav De
2907,MIT_117,permanentaddress,"H.WO.739 . Gick hate marry , meradvhad . 8 b.","H.No. 739, Gokhale Marg, Moradabad-863917"
2908,MIT_117,experience,biyears cut Goyal chovdhry and error .,6 years at Goyal  Choudhry and Gour
2909,MIT_117,date,01 (26 ) 2024 .,1/26/2024
2910,MIT_117,presentaddress,H.wo.65 . Edwin Rood . Bally 665044,"H.No. 65, Edwin Road, Bally 665044"
2911,MIT_117,gender,male .,Male
2912,MIT_117,bloodgroup,o -,O-
2913,MIT_117,experience1,3 years at menon . Siibal,3 years at Menon-Sibal
2914,MIT_117,qualification,Diploma .,Diploma
2915,MIT_117,languageknown,Karmnada . Tamil,"Kannada, Tamil"
2916,MIT_117,referencescmob2,Bavir ( erishing - 9394191129,Ekavir Krishna - 9394191129
2917,MIT_117,pancard,XJWLB 8144X .,XJWLB8144X
2918,MIT_117,maritalstatus,single .,Single
2919,MIT_117,contactnumber,950710 2844 .,9507102844
2920,MIT_117,AlternateNo,7363094951 .,7363094951
2921,MIT_117,place,Ranchi .,Ranchi
2922,MIT_117,candidatename,calen de,Caleb De
2923,MIT_117,referencescmob1,marshil Banorjee - 8.20016487,Harshil Banerjee - 8520016487
2924,TCE_1305,nationality,Dndian .,Indian
2925,TCE_1305,Dateofbirth,9 ( 15 ( 1985 .,9/15/1985
2926,TCE_1305,Fatherhusbandname,Jackson Omaha .,Jackson Gaba
2927,TCE_1305,permanentaddress,"591 , Palla Grang , Haldia - 747888 .","591, Palla Ganj, Haldia-747888"
2928,TCE_1305,experience,4 Years at Ben Doe .,4 years at Ben Inc
2929,TCE_1305,date,0af031so25 .,9/23/2025
2930,TCE_1305,presentaddress,"#65030, Tella Street , Mira-Bhayandar","87/630, Tella Street, Mira-Bhayandar 180319"
2931,TCE_1305,gender,Female .,Female
2932,TCE_1305,bloodgroup,B're,B-
2933,TCE_1305,experience1,8 years at Mann and Sons .,8 years at Mann and Sons
2934,TCE_1305,qualification,10th Pass .,10th Pass
2935,TCE_1305,languageknown,"Kannada , Bengali , Tamil , Mindi","Kannada, Bengali, Tamil, Hindi"
2936,TCE_1305,referencescmob2,Wishi Walla -492520089Y.,Wishi Walla - 7925700897
2937,TCE_1305,maritalstatus,married .,Married
2938,TCE_1305,contactnumber,931618623 ),9316186231
2939,TCE_1305,AlternateNo,4 374-48 977 .,7374448977
2940,TCE_1305,place,Shilloma .,Shillong
2941,TCE_1305,candidatename,Santa Crabre,Sara Gaba
2942,TCE_1305,referencescmob1,chameli Naxula - 9681b39930,Chameli Narula - 9681639930
2943,MIT_588,nationality,Indian .,Indian
2944,MIT_588,Dateofbirth,10/20 ( 1968 .,10/20/1968
2945,MIT_588,Fatherhusbandname,Banjeet Krishnan .,Banjeet Krishnan
2946,MIT_588,permanentaddress,"361556 , Devi Zila , Madurai -20613","36/556, Devi Zila, Madurai-206318"
2947,MIT_588,experience,3 years at Kashyap Inc.,3 years at Kashyap Inc
2948,MIT_588,date,08 ( 15 ( 2025 .,8/15/2025
2949,MIT_588,presentaddress,"69,968 , Sridhar Mary , Thiruvanan Chapman","69/908, Sridhar Marg, Thiruvananthapuram-104481"
2950,MIT_588,gender,mate .,Male
2951,MIT_588,bloodgroup,A-,A-
2952,MIT_588,experience1,10 years at Vala and Sons .,10 years at Vala and Sons
2953,MIT_588,qualification,PhD .,PhD
2954,MIT_588,languageknown,"Tamil , Telgu , Kannada , Bengali","Tamil, Telugu, Kannada, Bengali"
